,date,ticker,shares_outstanding
24,"Oct. 12, 2016",GGG,167050000.0
0,"Nov. 1, 2020",ONVO,6732000.0
1,"Sept. 30, 2020",ONVO,6732000.0
2,"Aug. 19, 2020",ONVO,6531000.0
3,"Aug. 17, 2020",ONVO,6531000.0
4,"Aug. 1, 2020",ONVO,6531000.0
5,"July 17, 2020",ONVO,6531000.0
6,"June 30, 2020",ONVO,6531000.0
7,"June 1, 2020",ONVO,6531000.0
8,"May 1, 2020",ONVO,6528000.0
9,"March 31, 2020",ONVO,6528000.0
10,"Feb. 14, 2020",ONVO,6525000.0
11,"Feb. 1, 2020",ONVO,6525000.0
12,"Dec. 31, 2019",ONVO,6525000.0
13,"Dec. 15, 2019",ONVO,6525000.0
14,"Nov. 1, 2019",ONVO,6522000.0
15,"Sept. 30, 2019",ONVO,6522000.0
16,"Aug. 1, 2019",ONVO,6514000.0
17,"July 8, 2019",ONVO,6514000.0
18,"June 30, 2019",ONVO,6514000.0
19,"June 1, 2019",ONVO,6511000.0
20,"March 31, 2019",ONVO,6201000.0
21,"Feb. 1, 2019",ONVO,5975000.0
22,"Dec. 31, 2018",ONVO,5888000.0
23,"Nov. 1, 2018",ONVO,5794000.0
24,"Sept. 30, 2018",ONVO,5760000.0
0,"Nov. 3, 2020",JYNT,14040000.0
1,"Sept. 30, 2020",JYNT,14060000.0
2,"Aug. 3, 2020",JYNT,14010000.0
3,"June 30, 2020",JYNT,14030000.0
4,"May 5, 2020",JYNT,13940000.0
5,"April 16, 2020",JYNT,13930000.0
6,"March 31, 2020",JYNT,13930000.0
7,"March 3, 2020",JYNT,13880000.0
8,"Dec. 31, 2019",JYNT,13880000.0
9,"Nov. 5, 2019",JYNT,13860000.0
10,"Sept. 30, 2019",JYNT,13880000.0
11,"Aug. 6, 2019",JYNT,13840000.0
12,"June 30, 2019",JYNT,13820000.0
13,"May 3, 2019",JYNT,13790000.0
14,"April 18, 2019",JYNT,13790000.0
15,"March 31, 2019",JYNT,13790000.0
16,"March 1, 2019",JYNT,13740000.0
17,"Dec. 31, 2018",JYNT,13740000.0
18,"Nov. 2, 2018",JYNT,13730000.0
19,"Sept. 30, 2018",JYNT,13730000.0
20,"Aug. 3, 2018",JYNT,13730000.0
21,"June 30, 2018",JYNT,13720000.0
22,"May 4, 2018",JYNT,13590000.0
23,"April 16, 2018",JYNT,13590000.0
24,"March 31, 2018",JYNT,13590000.0
0,"Nov. 3, 2020",AGS,35770000.0
1,"Sept. 30, 2020",AGS,35700000.0
2,"Aug. 3, 2020",AGS,35620000.0
3,"June 30, 2020",AGS,35610000.0
4,"May 8, 2020",AGS,35600000.0
5,"May 1, 2020",AGS,35600000.0
6,"March 31, 2020",AGS,35590000.0
7,"March 2, 2020",AGS,35540000.0
8,"Dec. 31, 2019",AGS,35530000.0
9,"Nov. 1, 2019",AGS,35410000.0
10,"Sept. 30, 2019",AGS,35410000.0
11,"Aug. 1, 2019",AGS,35440000.0
12,"July 18, 2019",AGS,36710000.0
13,"June 30, 2019",AGS,35440000.0
14,"May 1, 2019",AGS,35410000.0
0,"Nov. 4, 2020",GNTY,10970000.0
1,"Sept. 30, 2020",GNTY,10990000.0
2,"Aug. 3, 2020",GNTY,11010000.0
3,"June 30, 2020",GNTY,11010000.0
4,"May 1, 2020",GNTY,11010000.0
5,"April 30, 2020",GNTY,11010000.0
6,"March 31, 2020",GNTY,11130000.0
7,"March 23, 2020",GNTY,11170000.0
8,"March 11, 2020",GNTY,11330000.0
9,"Feb. 29, 2020",GNTY,11430000.0
10,"Dec. 31, 2019",GNTY,11550000.0
11,"Nov. 1, 2019",GNTY,11530000.0
12,"Sept. 30, 2019",GNTY,11530000.0
13,"Aug. 2, 2019",GNTY,11560000.0
14,"June 30, 2019",GNTY,11560000.0
15,"May 3, 2019",GNTY,11710000.0
16,"March 31, 2019",GNTY,11800000.0
17,"March 26, 2019",GNTY,11790000.0
18,"March 8, 2019",GNTY,11810000.0
19,"Feb. 28, 2019",GNTY,11800000.0
20,"Dec. 31, 2018",GNTY,11830000.0
21,"Nov. 9, 2018",GNTY,11890000.0
22,"Sept. 30, 2018",GNTY,11960000.0
23,"Aug. 10, 2018",GNTY,11960000.0
24,"June 30, 2018",GNTY,11960000.0
0,"Nov. 6, 2020",HBMD,18740000.0
1,"Sept. 30, 2020",HBMD,18740000.0
2,"Aug. 7, 2020",HBMD,18740000.0
3,"June 30, 2020",HBMD,18720000.0
4,"May 8, 2020",HBMD,18720000.0
5,"April 2, 2020",HBMD,18720000.0
6,"March 31, 2020",HBMD,18710000.0
7,"Feb. 27, 2020",HBMD,18710000.0
8,"Dec. 31, 2019",HBMD,19070000.0
9,"Oct. 31, 2019",HBMD,19080000.0
10,"Sept. 30, 2019",HBMD,19080000.0
11,"July 31, 2019",HBMD,19080000.0
12,"June 30, 2019",HBMD,19060000.0
13,"April 30, 2019",HBMD,19060000.0
14,"March 31, 2019",HBMD,19060000.0
15,"March 28, 2019",HBMD,19060000.0
16,"Feb. 28, 2019",HBMD,19060000.0
17,"Dec. 31, 2018",HBMD,19040000.0
18,"Oct. 31, 2018",HBMD,19030000.0
19,"Sept. 30, 2018",HBMD,19030000.0
20,"July 31, 2018",HBMD,19020000.0
21,"June 30, 2018",HBMD,19010000.0
22,"April 30, 2018",HBMD,18990000.0
23,"March 31, 2018",HBMD,18990000.0
24,"March 29, 2018",HBMD,18990000.0
0,"Nov. 9, 2020",AP,18310000.0
1,"Oct. 1, 2020",AP,18310000.0
2,"Sept. 30, 2020",AP,18310000.0
3,"Sept. 22, 2020",AP,18310000.0
4,"Aug. 12, 2020",AP,12800000.0
5,"Aug. 4, 2020",AP,12800000.0
6,"June 30, 2020",AP,12790000.0
7,"June 23, 2020",AP,12790000.0
8,"May 6, 2020",AP,12660000.0
9,"March 31, 2020",AP,12660000.0
10,"March 10, 2020",AP,12660000.0
11,"Dec. 31, 2019",AP,12650000.0
12,"Nov. 1, 2019",AP,12640000.0
13,"Sept. 30, 2019",AP,12640000.0
14,"Aug. 2, 2019",AP,12640000.0
15,"June 30, 2019",AP,12620000.0
16,"May 3, 2019",AP,12510000.0
17,"March 31, 2019",AP,12510000.0
18,"March 12, 2019",AP,12490000.0
19,"March 11, 2019",AP,12490000.0
20,"Dec. 31, 2018",AP,12500000.0
21,"Nov. 2, 2018",AP,12490000.0
22,"Sept. 30, 2018",AP,12500000.0
23,"Aug. 2, 2018",AP,12490000.0
24,"June 30, 2018",AP,12490000.0
0,"Oct. 30, 2020",ELF,51030000.0
1,"Sept. 30, 2020",ELF,50970000.0
2,"July 31, 2020",ELF,50720000.0
3,"July 6, 2020",ELF,50450000.0
4,"June 30, 2020",ELF,50710000.0
5,"May 15, 2020",ELF,50010000.0
6,"March 31, 2020",ELF,50000000.0
7,"Jan. 31, 2020",ELF,49960000.0
8,"Dec. 31, 2019",ELF,49920000.0
9,"Oct. 31, 2019",ELF,50000000.0
10,"Sept. 30, 2019",ELF,50010000.0
11,"July 31, 2019",ELF,49870000.0
12,"June 30, 2019",ELF,49870000.0
13,"April 30, 2019",ELF,49790000.0
14,"March 31, 2019",ELF,49650000.0
15,"March 25, 2019",ELF,49870000.0
16,"Feb. 15, 2019",ELF,48820000.0
17,"Dec. 31, 2018",ELF,48720000.0
18,"Oct. 31, 2018",ELF,48250000.0
19,"Sept. 30, 2018",ELF,47990000.0
0,"Nov. 6, 2020",OCX,67250000.0
1,"Sept. 30, 2020",OCX,67250000.0
2,"July 23, 2020",OCX,67250000.0
3,"July 20, 2020",OCX,67250000.0
4,"June 30, 2020",OCX,67220000.0
5,"May 12, 2020",OCX,67220000.0
6,"May 7, 2020",OCX,67220000.0
7,"April 27, 2020",OCX,67220000.0
8,"March 31, 2020",OCX,62480000.0
9,"March 4, 2020",OCX,62470000.0
10,"Jan. 31, 2020",OCX,62470000.0
11,"Jan. 6, 2020",OCX,60560000.0
12,"Dec. 31, 2019",OCX,57030000.0
13,"Nov. 13, 2019",OCX,57030000.0
14,"Oct. 29, 2019",OCX,51970000.0
15,"Sept. 30, 2019",OCX,51970000.0
16,"July 31, 2019",OCX,51970000.0
17,"June 30, 2019",OCX,51970000.0
18,"May 30, 2019",OCX,51970000.0
19,"May 17, 2019",OCX,51970000.0
20,"April 29, 2019",OCX,51970000.0
21,"April 22, 2019",OCX,51970000.0
22,"March 31, 2019",OCX,51970000.0
23,"March 4, 2019",OCX,51970000.0
24,"Feb. 12, 2019",OCX,51970000.0
0,"Nov. 30, 2020",SNX,51130000.0
1,"Oct. 2, 2020",SNX,51540000.0
2,"Aug. 31, 2020",SNX,50930000.0
3,"July 2, 2020",SNX,51490000.0
4,"May 31, 2020",SNX,50850000.0
5,"March 31, 2020",SNX,51480000.0
6,"Feb. 29, 2020",SNX,50860000.0
7,"Jan. 24, 2020",SNX,51440000.0
8,"Jan. 23, 2020",SNX,51440000.0
9,"Nov. 30, 2019",SNX,50760000.0
10,"Sept. 27, 2019",SNX,51080000.0
11,"Aug. 31, 2019",SNX,50600000.0
12,"June 26, 2019",SNX,51080000.0
13,"May 31, 2019",SNX,50590000.0
14,"April 2, 2019",SNX,51220000.0
15,"Feb. 28, 2019",SNX,50720000.0
16,"Feb. 5, 2019",SNX,51210000.0
17,"Jan. 22, 2019",SNX,51230000.0
18,"Nov. 30, 2018",SNX,50690000.0
19,"Oct. 5, 2018",SNX,51160000.0
20,"Aug. 31, 2018",SNX,39210000.0
21,"Aug. 23, 2018",SNX,39630000.0
22,"June 29, 2018",SNX,39690000.0
23,"June 21, 2018",SNX,39690000.0
24,"May 31, 2018",SNX,39290000.0
0,"Dec. 31, 2020",WNS,49730000.0
1,"Sept. 30, 2020",WNS,49990000.0
2,"June 30, 2020",WNS,49810000.0
3,"March 31, 2020",WNS,49730000.0
4,"Dec. 31, 2019",WNS,49640000.0
5,"Sept. 30, 2019",WNS,49580000.0
6,"June 30, 2019",WNS,49670000.0
7,"March 31, 2019",WNS,50050000.0
8,"Dec. 31, 2018",WNS,49970000.0
9,"Sept. 30, 2018",WNS,49930000.0
10,"June 30, 2018",WNS,50470000.0
11,"March 31, 2018",WNS,50430000.0
12,"Dec. 31, 2017",WNS,50300000.0
13,"Sept. 30, 2017",WNS,50370000.0
14,"June 30, 2017",WNS,50550000.0
15,"March 31, 2017",WNS,50010000.0
16,"Dec. 31, 2016",WNS,49950000.0
17,"Sept. 30, 2016",WNS,50980000.0
18,"June 30, 2016",WNS,50820000.0
19,"March 31, 2016",WNS,51310000.0
20,"Dec. 31, 2015",WNS,51230000.0
21,"Sept. 30, 2015",WNS,51190000.0
22,"June 30, 2015",WNS,51330000.0
23,"March 31, 2015",WNS,51950000.0
24,"Dec. 31, 2014",WNS,51750000.0
0,"Nov. 20, 2020",AAL,610770000.0
1,"Nov. 16, 2020",AAL,605000000.0
2,"Nov. 13, 2020",AAL,604990000.0
3,"Nov. 9, 2020",AAL,566490000.0
4,"Oct. 16, 2020",AAL,508630000.0
5,"Sept. 30, 2020",AAL,508600000.0
6,"July 17, 2020",AAL,508560000.0
7,"June 30, 2020",AAL,508560000.0
8,"June 25, 2020",AAL,508110000.0
9,"April 24, 2020",AAL,422890000.0
10,"April 14, 2020",AAL,422890000.0
11,"March 31, 2020",AAL,422890000.0
12,"Feb. 14, 2020",AAL,426060000.0
13,"Dec. 31, 2019",AAL,428200000.0
14,"Oct. 18, 2019",AAL,438060000.0
15,"Sept. 30, 2019",AAL,438040000.0
16,"July 19, 2019",AAL,445270000.0
17,"June 30, 2019",AAL,445260000.0
18,"April 22, 2019",AAL,444840000.0
19,"April 15, 2019",AAL,444440000.0
20,"March 31, 2019",AAL,444220000.0
21,"Feb. 20, 2019",AAL,449060000.0
22,"Feb. 12, 2019",AAL,477880000.0
23,"Dec. 31, 2018",AAL,460610000.0
24,"Oct. 19, 2018",AAL,460580000.0
0,"Nov. 9, 2020",BKTI,12510000.0
1,"Sept. 30, 2020",BKTI,12510000.0
2,"Aug. 2, 2020",BKTI,12490000.0
3,"June 30, 2020",BKTI,12490000.0
4,"May 4, 2020",BKTI,12490000.0
5,"April 27, 2020",BKTI,12480000.0
6,"March 31, 2020",BKTI,12500000.0
7,"Feb. 20, 2020",BKTI,12550000.0
8,"Dec. 31, 2019",BKTI,12600000.0
9,"Oct. 25, 2019",BKTI,12660000.0
10,"Sept. 30, 2019",BKTI,12670000.0
11,"July 26, 2019",BKTI,12710000.0
12,"June 30, 2019",BKTI,12730000.0
13,"May 14, 2019",BKTI,12700000.0
14,"April 26, 2019",BKTI,12720000.0
15,"March 31, 2019",BKTI,12740000.0
16,"Feb. 19, 2019",BKTI,12750000.0
17,"Dec. 31, 2018",BKTI,12820000.0
18,"Dec. 12, 2018",BKTI,13360000.0
19,"Oct. 26, 2018",BKTI,13360000.0
20,"Sept. 30, 2018",BKTI,13390000.0
21,"July 24, 2018",BKTI,13510000.0
22,"June 30, 2018",BKTI,13530000.0
23,"May 1, 2018",BKTI,13840000.0
24,"April 13, 2018",BKTI,13840000.0
0,"Oct. 31, 2020",INGR,66989999.99999999
1,"Sept. 30, 2020",INGR,66989999.99999999
2,"July 31, 2020",INGR,66989999.99999999
3,"June 30, 2020",INGR,66989999.99999999
4,"April 30, 2020",INGR,66970000.0
5,"March 31, 2020",INGR,67040000.00000001
6,"March 26, 2020",INGR,67040000.00000001
7,"Feb. 1, 2020",INGR,66879999.99999999
8,"Dec. 31, 2019",INGR,66819999.99999999
9,"Oct. 31, 2019",INGR,66760000.00000001
10,"Sept. 30, 2019",INGR,66760000.00000001
11,"July 31, 2019",INGR,66730000.00000001
12,"June 30, 2019",INGR,66720000.0
13,"April 30, 2019",INGR,66690000.0
14,"March 31, 2019",INGR,66680000.00000001
15,"March 18, 2019",INGR,66680000.00000001
16,"Feb. 14, 2019",INGR,66670000.0
17,"Dec. 31, 2018",INGR,66530000.0
18,"Nov. 5, 2018",INGR,66700000.0
19,"Oct. 31, 2018",INGR,70700000.0
20,"Sept. 30, 2018",INGR,70690000.0
21,"July 31, 2018",INGR,71030000.0
22,"June 30, 2018",INGR,71020000.0
23,"April 30, 2018",INGR,72240000.0
24,"March 31, 2018",INGR,72240000.0
0,"Oct. 30, 2020",SQ,450940000.0
1,"Sept. 30, 2020",SQ,447700000.0
2,"July 31, 2020",SQ,443530000.0
3,"June 30, 2020",SQ,442390000.0
4,"May 1, 2020",SQ,439350000.0
5,"April 20, 2020",SQ,439290000.0
6,"March 31, 2020",SQ,438760000.0
7,"Feb. 21, 2020",SQ,435230000.0
8,"Dec. 31, 2019",SQ,432800000.0
9,"Nov. 1, 2019",SQ,429680000.0
10,"Sept. 30, 2019",SQ,429070000.0
11,"July 26, 2019",SQ,427130000.0
12,"June 30, 2019",SQ,426220000.0
13,"April 26, 2019",SQ,422970000.0
14,"April 23, 2019",SQ,422910000.0
15,"March 31, 2019",SQ,421620000.0
16,"Feb. 22, 2019",SQ,419690000.0
17,"Dec. 31, 2018",SQ,417050000.0
18,"Nov. 2, 2018",SQ,413500000.0
19,"Sept. 30, 2018",SQ,412370000.0
20,"July 27, 2018",SQ,410430000.0
21,"June 30, 2018",SQ,406950000.0
22,"April 30, 2018",SQ,400690000.0
23,"April 24, 2018",SQ,400350000.0
0,"Dec. 1, 2020",ACOR,9479000.0
1,"Oct. 30, 2020",ACOR,7994000.0
2,"Sept. 30, 2020",ACOR,7951000.0
3,"Sept. 9, 2020",ACOR,7995000.0
4,"July 31, 2020",ACOR,7996000.0
5,"July 22, 2020",ACOR,7996000.0
6,"June 30, 2020",ACOR,7951000.0
7,"June 29, 2020",ACOR,7997000.0
8,"June 26, 2020",ACOR,7997000.0
9,"June 19, 2020",ACOR,7997000.0
10,"May 4, 2020",ACOR,7997000.0
11,"April 20, 2020",ACOR,7998000.0
12,"March 31, 2020",ACOR,7951000.0
13,"March 15, 2020",ACOR,7999000.0
14,"Feb. 20, 2020",ACOR,8000000.0
15,"Dec. 31, 2019",ACOR,7950000.0
16,"Oct. 31, 2019",ACOR,8005000.000000001
17,"Sept. 30, 2019",ACOR,8016000.0
18,"July 31, 2019",ACOR,8018000.000000001
19,"June 30, 2019",ACOR,7918000.0
20,"May 1, 2019",ACOR,8022000.0
21,"April 22, 2019",ACOR,8016999.999999999
22,"March 31, 2019",ACOR,7912000.0
23,"March 15, 2019",ACOR,8013999.999999999
24,"Feb. 20, 2019",ACOR,7939000.0
0,"Nov. 3, 2020",MYO,4582000.0
1,"Sept. 30, 2020",MYO,4561000.0
2,"Aug. 3, 2020",MYO,3672000.0
3,"June 30, 2020",MYO,3224000.0
4,"May 4, 2020",MYO,2814000.0
5,"April 15, 2020",MYO,2815000.0
6,"March 31, 2020",MYO,2815000.0
7,"March 5, 2020",MYO,2814000.0
8,"Feb. 13, 2020",MYO,2234000.0
9,"Dec. 31, 2019",MYO,574500.0
10,"Dec. 23, 2019",MYO,573600.0
11,"Dec. 2, 2019",MYO,573600.0
12,"Nov. 4, 2019",MYO,573300.0
13,"Sept. 30, 2019",MYO,573000.0
14,"July 31, 2019",MYO,571300.0
15,"June 30, 2019",MYO,571300.0
16,"May 1, 2019",MYO,569900.0
17,"April 8, 2019",MYO,569900.0
18,"March 31, 2019",MYO,569900.0
19,"March 6, 2019",MYO,569500.0
20,"March 1, 2019",MYO,569500.0
21,"Feb. 1, 2019",MYO,418000.0
0,"Nov. 6, 2020",SDPI,25620000.0
1,"Sept. 30, 2020",SDPI,25430000.0
2,"Aug. 11, 2020",SDPI,25620000.0
3,"June 30, 2020",SDPI,25430000.0
4,"June 26, 2020",SDPI,25430000.0
5,"June 12, 2020",SDPI,25430000.0
6,"May 8, 2020",SDPI,25430000.0
7,"March 31, 2020",SDPI,25420000.0
8,"March 16, 2020",SDPI,25420000.0
9,"Feb. 28, 2020",SDPI,25420000.0
10,"Dec. 31, 2019",SDPI,25420000.0
11,"Nov. 7, 2019",SDPI,25100000.0
12,"Sept. 30, 2019",SDPI,25100000.0
13,"Aug. 19, 2019",SDPI,25100000.0
14,"June 30, 2019",SDPI,25030000.0
15,"June 10, 2019",SDPI,25030000.0
16,"May 8, 2019",SDPI,25030000.0
17,"March 31, 2019",SDPI,25020000.0
18,"March 13, 2019",SDPI,25020000.0
19,"Feb. 22, 2019",SDPI,25020000.0
20,"Dec. 31, 2018",SDPI,25020000.0
21,"Nov. 9, 2018",SDPI,24550000.0
22,"Sept. 30, 2018",SDPI,24550000.0
23,"Aug. 2, 2018",SDPI,24540000.0
24,"June 30, 2018",SDPI,24540000.0
0,"Nov. 23, 2020",AMWD,16990000.0
1,"Oct. 31, 2020",AMWD,16990000.0
2,"Aug. 25, 2020",AMWD,16990000.0
3,"July 31, 2020",AMWD,16990000.0
4,"June 19, 2020",AMWD,16940000.0
5,"April 30, 2020",AMWD,16930000.0
6,"Feb. 25, 2020",AMWD,16930000.0
7,"Jan. 31, 2020",AMWD,16930000.0
8,"Nov. 25, 2019",AMWD,16920000.0
9,"Oct. 31, 2019",AMWD,16920000.0
10,"Aug. 28, 2019",AMWD,16920000.0
11,"July 31, 2019",AMWD,16920000.0
12,"June 21, 2019",AMWD,16870000.0
13,"April 30, 2019",AMWD,16850000.0
14,"Feb. 26, 2019",AMWD,16870000.0
15,"Jan. 31, 2019",AMWD,16970000.0
16,"Nov. 29, 2018",AMWD,17260000.0
17,"Oct. 31, 2018",AMWD,17400000.0
18,"Aug. 29, 2018",AMWD,17590000.0
19,"July 31, 2018",AMWD,17590000.0
20,"June 22, 2018",AMWD,17550000.0
21,"April 30, 2018",AMWD,17500000.0
22,"March 9, 2018",AMWD,17500000.0
23,"Jan. 31, 2018",AMWD,17500000.0
24,"Dec. 29, 2017",AMWD,17500000.0
0,"Jan. 15, 2021",BDL,1859000.0
1,"Oct. 3, 2020",BDL,1859000.0
2,"Aug. 11, 2020",BDL,1859000.0
3,"June 27, 2020",BDL,1859000.0
4,"June 26, 2020",BDL,1859000.0
5,"March 28, 2020",BDL,1859000.0
6,"Feb. 11, 2020",BDL,1859000.0
7,"Jan. 22, 2020",BDL,1859000.0
8,"Dec. 28, 2019",BDL,1859000.0
9,"Dec. 20, 2019",BDL,1859000.0
10,"Sept. 28, 2019",BDL,1859000.0
11,"Aug. 13, 2019",BDL,1859000.0
12,"June 29, 2019",BDL,1859000.0
13,"May 14, 2019",BDL,1859000.0
14,"March 30, 2019",BDL,1859000.0
15,"Feb. 12, 2019",BDL,1859000.0
16,"Jan. 16, 2019",BDL,1859000.0
17,"Dec. 29, 2018",BDL,1859000.0
18,"Dec. 21, 2018",BDL,1859000.0
19,"Sept. 29, 2018",BDL,1859000.0
20,"Aug. 14, 2018",BDL,1859000.0
21,"June 30, 2018",BDL,1859000.0
22,"May 15, 2018",BDL,1859000.0
23,"March 31, 2018",BDL,1859000.0
24,"Feb. 13, 2018",BDL,1859000.0
0,"Oct. 28, 2020",FARM,17540000.0
1,"Oct. 13, 2020",FARM,17540000.0
2,"Sept. 30, 2020",FARM,17430000.0
3,"Sept. 1, 2020",FARM,17430000.0
4,"June 30, 2020",FARM,17350000.0
5,"April 30, 2020",FARM,17340000.0
6,"March 31, 2020",FARM,17230000.0
7,"Jan. 31, 2020",FARM,17230000.0
8,"Dec. 31, 2019",FARM,17180000.0
9,"Oct. 31, 2019",FARM,17150000.0
10,"Oct. 18, 2019",FARM,17090000.0
11,"Oct. 10, 2019",FARM,17090000.0
12,"Sept. 30, 2019",FARM,17100000.0
13,"Sept. 3, 2019",FARM,17090000.0
14,"June 30, 2019",FARM,17040000.0
15,"April 30, 2019",FARM,17040000.0
16,"March 31, 2019",FARM,17000000.0
17,"Feb. 8, 2019",FARM,17000000.0
18,"Dec. 31, 2018",FARM,17000000.0
19,"Nov. 8, 2018",FARM,16980000.0
20,"Oct. 23, 2018",FARM,16980000.0
21,"Oct. 10, 2018",FARM,16980000.0
22,"Sept. 30, 2018",FARM,16980000.0
23,"Sept. 12, 2018",FARM,16950000.0
24,"June 30, 2018",FARM,16950000.0
0,"Nov. 20, 2020",CLII,28750000.0
1,"Nov. 12, 2020",CLII,5750000.0
0,"Nov. 30, 2020",SCSC,25410000.0
1,"Nov. 5, 2020",SCSC,25360000.0
2,"Oct. 12, 2020",SCSC,25370000.0
3,"Sept. 30, 2020",SCSC,25360000.0
4,"Aug. 26, 2020",SCSC,25360000.0
5,"June 30, 2020",SCSC,25360000.0
6,"May 8, 2020",SCSC,25350000.0
7,"March 31, 2020",SCSC,25350000.0
8,"Jan. 31, 2020",SCSC,25350000.0
9,"Dec. 31, 2019",SCSC,25350000.0
10,"Nov. 29, 2019",SCSC,25270000.0
11,"Nov. 27, 2019",SCSC,25270000.0
12,"Nov. 8, 2019",SCSC,25270000.0
13,"Oct. 16, 2019",SCSC,25240000.0
14,"Sept. 30, 2019",SCSC,25240000.0
15,"Aug. 16, 2019",SCSC,25240000.0
16,"June 30, 2019",SCSC,25410000.0
17,"May 7, 2019",SCSC,25710000.0
18,"March 31, 2019",SCSC,25710000.0
19,"Feb. 1, 2019",SCSC,25700000.0
20,"Dec. 31, 2018",SCSC,25700000.0
21,"Nov. 1, 2018",SCSC,25610000.0
22,"Oct. 3, 2018",SCSC,25620000.0
23,"Sept. 30, 2018",SCSC,25610000.0
24,"Aug. 24, 2018",SCSC,25590000.0
0,"Nov. 3, 2020",CSLT,153780000.0
1,"Sept. 30, 2020",CSLT,153780000.0
2,"July 27, 2020",CSLT,150630000.0
3,"June 30, 2020",CSLT,150630000.0
4,"May 5, 2020",CSLT,149520000.0
5,"April 13, 2020",CSLT,149520000.0
6,"March 31, 2020",CSLT,149520000.0
7,"Feb. 25, 2020",CSLT,149260000.0
8,"Dec. 31, 2019",CSLT,148210000.0
9,"Oct. 25, 2019",CSLT,146170000.0
10,"Sept. 30, 2019",CSLT,146170000.0
11,"July 25, 2019",CSLT,145250000.0
12,"June 30, 2019",CSLT,145200000.0
13,"April 29, 2019",CSLT,143960000.0
14,"April 18, 2019",CSLT,143960000.0
15,"March 31, 2019",CSLT,143960000.0
16,"Feb. 25, 2019",CSLT,143520000.0
17,"Dec. 31, 2018",CSLT,141930000.0
18,"Nov. 5, 2018",CSLT,139730000.0
19,"Sept. 30, 2018",CSLT,139300000.0
20,"July 27, 2018",CSLT,137760000.0
21,"June 30, 2018",CSLT,137730000.0
22,"May 7, 2018",CSLT,136060000.0
23,"April 23, 2018",CSLT,135730000.0
24,"March 31, 2018",CSLT,135600000.0
0,"Nov. 12, 2020",PMVC,22530000.0
0,"Dec. 31, 2020",ARR,65290000.00000001
1,"Oct. 20, 2020",ARR,64730000.00000001
2,"Sept. 30, 2020",ARR,64730000.00000001
3,"July 21, 2020",ARR,64690000.0
4,"June 30, 2020",ARR,64690000.0
5,"April 30, 2020",ARR,64590000.0
6,"April 24, 2020",ARR,64590000.0
7,"March 31, 2020",ARR,58880000.0
8,"March 30, 2020",ARR,58880000.0
9,"Feb. 28, 2020",ARR,58930000.0
10,"Feb. 18, 2020",ARR,58880000.0
11,"Jan. 31, 2020",ARR,58880000.0
12,"Dec. 31, 2019",ARR,58880000.0
13,"Nov. 30, 2019",ARR,58920000.0
14,"Oct. 31, 2019",ARR,58890000.0
15,"Oct. 22, 2019",ARR,58890000.0
16,"Sept. 30, 2019",ARR,58890000.0
17,"Aug. 31, 2019",ARR,58980000.0
18,"July 31, 2019",ARR,59140000.0
19,"July 23, 2019",ARR,59190000.0
20,"June 30, 2019",ARR,59190000.0
21,"May 31, 2019",ARR,59710000.0
22,"April 30, 2019",ARR,59790000.0
23,"April 23, 2019",ARR,59790000.0
24,"March 31, 2019",ARR,59790000.0
0,"Oct. 31, 2020",DEN,50000000.0
1,"Sept. 30, 2020",DEN,50000000.0
2,"Sept. 21, 2020",DEN,50000000.0
3,"July 31, 2020",DEN,507060000.0
4,"June 30, 2020",DEN,507730000.0
5,"April 30, 2020",DEN,506480000.0
6,"March 31, 2020",DEN,506590000.0
7,"Feb. 29, 2020",DEN,506320000.0
8,"Jan. 31, 2020",DEN,506380000.0
9,"Dec. 31, 2019",DEN,506410000.0
10,"Oct. 31, 2019",DEN,483260000.0
11,"Oct. 16, 2019",DEN,483350000.0
12,"Sept. 30, 2019",DEN,469590000.0
13,"July 31, 2019",DEN,469660000.0
14,"June 30, 2019",DEN,461690000.0
15,"April 30, 2019",DEN,461220000.0
16,"March 31, 2019",DEN,461260000.0
17,"March 25, 2019",DEN,460440000.0
18,"Feb. 28, 2019",DEN,460440000.0
19,"Feb. 19, 2019",DEN,460440000.0
20,"Jan. 31, 2019",DEN,460440000.0
21,"Jan. 7, 2019",DEN,460450000.0
22,"Dec. 31, 2018",DEN,460410000.0
23,"Dec. 11, 2018",DEN,460420000.0
24,"Oct. 31, 2018",DEN,460550000.0
0,"Nov. 23, 2020",DY,31910000.0
1,"Oct. 24, 2020",DY,31910000.0
2,"Aug. 26, 2020",DY,31840000.0
3,"July 25, 2020",DY,31840000.0
4,"May 18, 2020",DY,31630000.0
5,"April 25, 2020",DY,31630000.0
6,"March 23, 2020",DY,31600000.0
7,"Feb. 24, 2020",DY,31590000.0
8,"Jan. 25, 2020",DY,31580000.0
9,"Nov. 25, 2019",DY,31520000.0
10,"Oct. 26, 2019",DY,31520000.0
11,"Aug. 26, 2019",DY,31490000.0
12,"July 27, 2019",DY,31490000.0
13,"May 20, 2019",DY,31480000.0
14,"April 27, 2019",DY,31480000.0
15,"April 1, 2019",DY,31480000.0
16,"Feb. 28, 2019",DY,31440000.0
17,"Jan. 26, 2019",DY,31430000.0
18,"Nov. 19, 2018",DY,31300000.0
19,"Oct. 27, 2018",DY,31280000.0
20,"Aug. 29, 2018",DY,31240000.0
21,"July 28, 2018",DY,31220000.0
22,"May 21, 2018",DY,31190000.0
23,"April 28, 2018",DY,31190000.0
